"","df_conc","Q_05","Q_25","Q_50","Q_75","Q_95"
"1027",3800000,0.897002751371089,0.995051604833305,0.999810255280163,0.999999393424208,0.999999999999991
"1028",3900000,0.800656944599148,0.995186739042698,0.99957642066682,0.999999657630752,1
"1029",4e+06,0.770913865091756,0.983803387902041,0.999346779970822,0.99999997147703,1
"1030",4100000,0.81560629585955,0.989706070332638,0.999933529396097,0.999999957420202,1
"1031",4200000,0.895545435243384,0.996339209640344,0.999839496367412,0.999999921546943,1
"1032",4300000,0.896401639106437,0.991919259484617,0.999886599030864,0.999999869158249,1
"1033",4400000,0.925347877409218,0.997967243631446,0.999961689885681,0.999999986163144,1
"1034",4500000,0.925734517997971,0.996575303525382,0.999847105158268,0.999999800044497,1
"1035",4600000,0.9028920014251,0.998407673266501,0.999911133496115,0.999999906189864,1
"1036",4700000,0.828053062336799,0.996999831875088,0.999991574668304,0.999999999348146,1
"1037",4800000,0.933105626386681,0.99783925700003,0.999945352882282,0.999999987851023,1
"1038",4900000,0.87480053364802,0.993721764437346,0.999928363409694,0.999999938171763,1
"1039",5e+06,0.940620756300318,0.998150175473756,0.999967326544407,0.99999999969181,1
"1040",5100000,0.763577617567202,0.990833987746514,0.999912113495868,0.999999998115583,1
"1041",5200000,0.957804853787505,0.997985642987613,0.999992424947706,0.999999999179859,1
"1042",5300000,0.903974380016736,0.998030735316916,0.999986292924961,0.999999993299617,1
"1043",5400000,0.929328132062004,0.998630125594906,0.999985312480577,0.999999999443484,1
"1044",5500000,0.949069772529558,0.998114173374588,0.999991319558086,0.999999999945333,1
"1045",5600000,0.951700952399025,0.998068057660935,0.999999460319126,0.999999999904395,1
"1046",5700000,0.951437793546652,0.998279502747755,0.999994263472908,0.999999999408773,1
"1047",5800000,0.934627786266844,0.998471206209524,0.999997576956449,0.999999999902355,1
"1048",5900000,0.938262963860829,0.998783310141397,0.999994862127478,0.999999999992365,1
"1049",6e+06,0.862064831294636,0.999526744639419,0.999991521989998,0.999999999809694,1
"1050",6100000,0.960144822632781,0.999403137885783,0.999998130559903,0.999999999875891,1
"1051",6200000,0.91538328440235,0.996685138941284,0.999981809227732,0.999999999907808,1
"1052",6300000,0.958267002030261,0.999297945267077,0.999999148133384,0.999999999828235,1
"1053",6400000,0.916249293063361,0.999938057859111,0.999999935726758,0.999999999999994,1
"1054",6500000,0.880578695913311,0.999913430629943,0.999999829752635,0.999999999999762,1
"1055",6600000,0.908447943744021,0.9994065192594,0.999999332471877,0.999999999989796,1
"1056",6700000,0.95701773788217,0.999718700720186,0.999999244897067,0.99999999999989,1
"1057",6800000,0.950743095615879,0.999779115398062,0.999999987254212,0.999999999999787,1
"1058",6900000,0.926658749357234,0.998912709157277,0.999998340749305,0.999999999962066,1
"1059",7e+06,0.97093386677028,0.999949090976831,0.999999962444917,0.999999999996693,1
"1060",7100000,0.974770046703801,0.999816364869645,0.999999933808411,0.999999999999972,1
"1061",7200000,0.988955956508263,0.999878009616373,0.999999564669884,0.99999999998448,1
"1062",7300000,0.990844535487799,0.999957108503791,0.999999864794881,0.999999999654759,1
"1063",7400000,0.94439686343802,0.999838073318852,0.999999643078228,0.999999999996334,1
"1064",7500000,0.957277680993231,0.999661091066743,0.999997393983812,0.999999999999462,1
"1065",7600000,0.945047932994052,0.999626182179762,0.999999798358568,1,1
"1066",7700000,0.929279319381247,0.999910703082063,0.999999987122409,0.999999999999989,1
"1067",7800000,0.944997643793557,0.999213884899064,0.999999955439096,0.999999999999953,1
"1068",7900000,0.977958587519746,0.999602933447796,0.999999304433941,0.99999999999998,1
"1069",8e+06,0.884090239353089,0.999825417329857,0.999999963918263,0.999999999999996,1
"1070",8100000,0.950762486142288,0.999937590309371,0.999999945413784,0.999999999999992,1
"1071",8200000,0.979581187210148,0.999914390492606,0.99999999216186,1,1
"1072",8300000,0.993818937528272,0.999953741759987,0.999999948453072,0.99999999999943,1
"1073",8400000,0.988673212388753,0.999919952178847,0.999999976118468,0.999999999999997,1
"1074",8500000,0.982322162950356,0.999921699624345,0.999999986005956,0.999999999999998,1
"1075",8600000,0.985596089997133,0.999989148507241,0.999999997399804,0.999999999999995,1
"1076",8700000,0.972390540792155,0.999994917421455,0.999999999876416,1,1
"1077",8800000,0.891017918621906,0.999505728122881,0.999999816661576,0.99999999999969,1
"1078",8900000,0.990805508745522,0.999996589551546,0.999999993948842,1,1
"1079",9e+06,0.923405857392648,0.99983052001839,0.999999999367417,1,1
"1080",9100000,0.993415014689368,0.999812355814031,0.999999993841322,0.999999999999937,1
"1081",9200000,0.972372100608248,0.99999414346755,0.999999999546434,0.999999999999992,1
"1082",9300000,0.840197567908896,0.999864307246901,0.999999978375361,0.999999999996516,1
"1083",9400000,0.9956824629858,0.999989145614399,0.999999999937766,1,1
"1084",9500000,0.966296597404757,0.99999633033176,0.999999999974374,1,1
"1085",9600000,0.995570366046121,0.999986636295931,0.99999999938344,0.999999999999999,1
"1086",9700000,0.967933230352496,0.999996718559228,0.999999999601944,1,1
"1087",9800000,0.995942189003409,0.999961175521081,0.999999993843341,1,1
"1088",9900000,0.9887363137221,0.99993371409089,0.999999952164166,1,1
"1089",1e+07,0.988567003053514,0.999992588569946,0.999999999909586,1,1
"1090",1e+07,0.984588108559145,0.999982086693502,0.999999999925697,1,1
"1091",1.1e+07,0.999502545751621,0.999999985863737,0.999999999999922,1,1
"1092",1.2e+07,0.986220421077406,0.999999704189223,0.999999999999761,1,1
"1093",1.3e+07,0.989642239106427,0.999999340738396,0.999999999992175,1,1
"1094",1.4e+07,0.99915350323195,0.999999996565792,0.999999999999984,1,1
"1095",1.5e+07,0.998992095581578,0.999999997025863,0.999999999999998,1,1
"1096",1.6e+07,0.998914166519947,0.999999997302182,0.999999999999993,1,1
"1097",1.7e+07,0.998781461490166,0.99999769649772,0.999999999999846,1,1
"1098",1.8e+07,0.99935213974615,0.999999999949084,1,1,1
"1099",1.9e+07,0.999958168855056,0.999999999998877,1,1,1
"1100",2e+07,0.99979018948039,0.999999999942731,1,1,1
"1101",2.1e+07,0.999882327139223,0.999999999990013,1,1,1
"1102",2.2e+07,0.999947908960526,0.999999999925567,1,1,1
"1103",2.3e+07,0.999981539410108,0.99999999999995,1,1,1
"1104",2.4e+07,0.999575376914774,0.999999999999286,1,1,1
"1105",2.5e+07,0.999993501509191,0.999999999973072,1,1,1
"1106",2.6e+07,0.999999869851205,0.99999999999954,1,1,1
"1107",2.7e+07,0.99999720226925,0.999999999999958,1,1,1
"1108",2.8e+07,0.999996079967788,0.999999999999641,1,1,1
"1109",2.9e+07,0.999981883199784,0.999999999999999,1,1,1
"1110",3e+07,0.999999703606003,0.99999999999997,1,1,1
"1111",3.1e+07,0.999998936097753,1,1,1,1
"1112",3.2e+07,0.999999971614134,1,1,1,1
"1113",3.3e+07,0.999999987667935,1,1,1,1
"1114",3.4e+07,0.999999999999764,1,1,1,1
"1115",3.5e+07,0.999999999978615,1,1,1,1
"1116",3.6e+07,0.9999999989613,1,1,1,1
"1117",3.7e+07,0.999960467255821,1,1,1,1
"1118",3.8e+07,0.999999999888625,1,1,1,1
"1119",3.9e+07,0.999999861911105,1,1,1,1
"1120",4e+07,0.999995021139206,1,1,1,1
"1121",4.1e+07,0.999999997328046,1,1,1,1
"1122",4.2e+07,0.999999999988005,1,1,1,1
"1123",4.3e+07,0.999999990133283,1,1,1,1
"1124",4.4e+07,0.999999996083536,1,1,1,1
"1125",4.5e+07,0.999999355915133,1,1,1,1
"1126",4.6e+07,0.999999974010471,1,1,1,1
"1127",4.7e+07,0.999996840864203,1,1,1,1
"1128",4.8e+07,0.999999999990762,1,1,1,1
"1129",4.9e+07,0.999999999922843,1,1,1,1
"1130",5e+07,0.999999993110997,1,1,1,1
"1131",5.1e+07,0.999999999990113,1,1,1,1
"1132",5.2e+07,0.999999998981792,1,1,1,1
"1133",5.3e+07,0.999999996999173,1,1,1,1
"1134",5.4e+07,0.999999999999033,1,1,1,1
"1135",5.5e+07,0.999999998778049,1,1,1,1
"1136",5.6e+07,0.999999996855685,1,1,1,1
"1137",5.7e+07,0.999999999870496,1,1,1,1
"1138",5.8e+07,0.999999999981087,1,1,1,1
"1139",5.9e+07,0.999999999999996,1,1,1,1
"1140",6e+07,0.999999999985014,1,1,1,1
"1141",6.1e+07,0.999999999988656,1,1,1,1
"1142",6.2e+07,0.999999999999993,1,1,1,1
"1143",6.3e+07,0.999999999999939,1,1,1,1
"1144",6.4e+07,0.999999999999935,1,1,1,1
"1145",6.5e+07,1,1,1,1,1
"1146",6.6e+07,0.999999999999945,1,1,1,1
"1147",6.7e+07,0.999999999962518,1,1,1,1
"1148",6.8e+07,1,1,1,1,1
"1149",6.9e+07,0.999999999999999,1,1,1,1
"1150",7e+07,0.999999999999638,1,1,1,1
"1151",7.1e+07,0.999999999989446,1,1,1,1
"1152",7.2e+07,1,1,1,1,1
"1153",7.3e+07,0.999999999936329,1,1,1,1
"1154",7.4e+07,1,1,1,1,1
"1155",7.5e+07,0.999999999809628,1,1,1,1
"1156",7.6e+07,1,1,1,1,1
"1157",7.7e+07,0.999999999999751,1,1,1,1
"1158",7.8e+07,0.999999999999999,1,1,1,1
"1159",7.9e+07,1,1,1,1,1
"1160",8e+07,1,1,1,1,1
"1161",8.1e+07,1,1,1,1,1
"1162",8.2e+07,0.999999999999999,1,1,1,1
"1163",8.3e+07,0.999999999999948,1,1,1,1
"1164",8.4e+07,0.999999999999938,1,1,1,1
"1165",8.5e+07,0.999999999999999,1,1,1,1
"1166",8.6e+07,1,1,1,1,1
"1167",8.7e+07,1,1,1,1,1
"1168",8.8e+07,1,1,1,1,1
"1169",8.9e+07,1,1,1,1,1
"1170",9e+07,0.99999999999996,1,1,1,1
"1171",9.1e+07,1,1,1,1,1
"1172",9.2e+07,0.999999999999993,1,1,1,1
"1173",9.3e+07,1,1,1,1,1
"1174",9.4e+07,0.999999999993724,1,1,1,1
"1175",9.5e+07,1,1,1,1,1
"1176",9.6e+07,1,1,1,1,1
"1177",9.7e+07,1,1,1,1,1
"1178",9.8e+07,1,1,1,1,1
"1179",9.9e+07,1,1,1,1,1
"1180",1e+08,1,1,1,1,1
