"","df_conc","Q_05","Q_25","Q_50","Q_75","Q_95"
"224",0.51,3.03438896043229e-07,6.63047721977117e-07,1.15086940594145e-06,2.43316065806631e-06,5.26646712046275e-06
"225",0.52,2.68250246304724e-07,6.51664380596495e-07,1.22536119551153e-06,2.04476780638063e-06,3.51391633254816e-06
"226",0.53,3.82615459748603e-07,7.05280547769194e-07,1.15865473343524e-06,2.54032082022682e-06,5.00309393658971e-06
"227",0.54,2.34737736359847e-07,6.33112444275996e-07,1.21103196765171e-06,1.73230749486719e-06,4.68721008977657e-06
"228",0.55,3.09203708853678e-07,5.32957045051852e-07,1.27873991428995e-06,2.27704437130716e-06,7.65621547473283e-06
"229",0.56,2.99587558227898e-07,6.6510296090061e-07,1.22076173447727e-06,2.23115162548138e-06,4.9238861460299e-06
"230",0.57,2.90737030866905e-07,6.7192919017689e-07,1.21276188647101e-06,2.01502119259733e-06,4.45393213803769e-06
"231",0.58,2.72184768507211e-07,6.94765005526676e-07,1.1601928809335e-06,2.42319518609091e-06,8.78973079870282e-06
"232",0.59,2.65825688872123e-07,7.18743809385858e-07,1.22517859274529e-06,1.99853889853996e-06,5.15509909927436e-06
"233",0.6,3.322405177697e-07,6.11561004643102e-07,1.43583742723274e-06,2.53856108611838e-06,5.88453857394144e-06
"234",0.61,2.95208757200571e-07,6.83721426003592e-07,1.15776501991016e-06,2.21011130116522e-06,6.33305010545038e-06
"235",0.62,2.97482658739856e-07,6.08116410699688e-07,1.19935212095079e-06,2.58406600894823e-06,4.98812096449974e-06
"236",0.63,2.70846386651868e-07,7.17469539252003e-07,1.31077365067567e-06,2.48335418820411e-06,6.69149028932337e-06
"237",0.64,1.93364604927915e-07,6.89079203863852e-07,1.47828449592602e-06,2.65454760423056e-06,7.18472837350492e-06
"238",0.65,3.3117447194031e-07,8.1534287071916e-07,1.45098430454071e-06,2.9539768466591e-06,6.40500096463215e-06
"239",0.66,3.48816482803604e-07,7.37565076264213e-07,1.28451629005655e-06,2.67964523570363e-06,5.98413213122595e-06
"240",0.67,2.35151899763419e-07,8.51451766425981e-07,1.51697393946382e-06,2.83415242538498e-06,5.68168631012722e-06
"241",0.68,3.89323657234986e-07,7.90783904275338e-07,1.5091445124682e-06,2.55648286681676e-06,8.02110267401623e-06
"242",0.69,3.31322534563583e-07,9.40681237737717e-07,1.49180228570245e-06,2.51687101854303e-06,5.80226000313488e-06
"243",0.7,3.57305889980841e-07,7.15489369473854e-07,1.35851842053558e-06,2.36915971116303e-06,7.46368490618932e-06
"244",0.71,3.44505821159302e-07,8.1180039346318e-07,1.46674783496614e-06,2.87093496087465e-06,6.12587065485504e-06
"245",0.72,2.36401702286004e-07,8.06839666800396e-07,1.32837278160602e-06,2.92979703819807e-06,1.12367417159975e-05
"246",0.73,3.76184850497951e-07,1.16952974926754e-06,1.91199611843107e-06,3.00198379921124e-06,9.70642578453362e-06
"247",0.74,3.74186849622093e-07,1.00848299475209e-06,1.57512387277681e-06,2.8829920325768e-06,6.48928292303896e-06
"248",0.75,3.74151870941031e-07,8.05727705166515e-07,1.43938494989726e-06,2.78291648855844e-06,6.68154663869269e-06
"249",0.76,3.72568760864667e-07,8.26926900648894e-07,1.3302244952218e-06,2.65016584102828e-06,5.37215932245316e-06
"250",0.77,3.69297279761982e-07,8.99377281760039e-07,1.91643351332704e-06,3.14018524000259e-06,1.13092857527419e-05
"251",0.78,5.25360326925073e-07,1.10676692668954e-06,1.78003418099815e-06,3.0285124640872e-06,8.68153043283581e-06
"252",0.79,4.44886446648862e-07,9.21028862205242e-07,1.5270089999686e-06,3.22719417147899e-06,8.86766829319985e-06
"253",0.8,3.74354683929656e-07,9.81229376889603e-07,1.69528154797538e-06,2.7396131470625e-06,7.20790292040862e-06
"254",0.81,6.5934229832032e-07,1.10434927355629e-06,1.87151352193382e-06,3.07878451460963e-06,8.58371293232518e-06
"255",0.82,5.2070491502465e-07,1.20820060345306e-06,2.25441593570963e-06,4.12377935182784e-06,9.08264315822582e-06
"256",0.83,3.98002867735281e-07,1.05282397663831e-06,1.69690997298133e-06,3.08639940338473e-06,5.73073362512e-06
"257",0.84,3.24947280599952e-07,8.47982699503369e-07,1.79714006115494e-06,3.55418750497272e-06,1.09716089344347e-05
"258",0.85,4.68143817711209e-07,1.14745104159986e-06,1.83251289148645e-06,2.77909166676582e-06,7.39568312326244e-06
"259",0.86,3.82237759233295e-07,1.013953619039e-06,1.7106273560441e-06,3.57211535989554e-06,7.25104869482296e-06
"260",0.87,5.56832384290829e-07,1.08805516887966e-06,2.04997654790207e-06,3.90732523036785e-06,1.16985235457279e-05
"261",0.88,4.58715028672785e-07,1.01433743002199e-06,1.77344676965951e-06,3.0592241195837e-06,6.60887463441728e-06
"262",0.89,4.42580525761294e-07,1.2161315542103e-06,1.95755795456831e-06,3.95532339664273e-06,1.10741375332235e-05
"263",0.9,4.64340391098661e-07,1.2117710294357e-06,1.9386142368627e-06,3.57354470664761e-06,8.10127143579531e-06
"264",0.91,2.79610688408427e-07,1.07978282548604e-06,2.14894801381371e-06,4.1106125568402e-06,8.9327612121659e-06
"265",0.92,4.63160508740179e-07,9.56708521515637e-07,1.78599450495476e-06,3.72171481377581e-06,9.17560143303686e-06
"266",0.93,6.29058343687428e-07,1.21929819110744e-06,2.51248152932648e-06,4.16294264041217e-06,7.55322885381271e-06
"267",0.94,3.15858920663103e-07,1.1826887818811e-06,1.90113507747558e-06,3.61330316359099e-06,1.02350161284681e-05
"268",0.95,3.76047438149785e-07,1.06074296410408e-06,1.79572676195505e-06,3.50166679524699e-06,7.00817965402778e-06
"269",0.96,2.66756283262559e-07,8.37707828243994e-07,2.22196720012224e-06,3.73643947301772e-06,8.06550887912926e-06
"270",0.97,3.89947162549031e-07,1.06685014239494e-06,1.86192123047269e-06,4.32774904404742e-06,9.28206660427144e-06
"271",0.98,7.11438698397515e-07,1.0758207428796e-06,1.70028757334739e-06,3.15372032663741e-06,9.5618783006679e-06
"272",0.99,3.26408548889656e-07,9.45159489451619e-07,1.74095420574227e-06,4.64805200986462e-06,1.11580403203693e-05
"273",1,7.18693085260957e-07,1.32337321306908e-06,2.3248918616936e-06,4.51615782895431e-06,9.55586656136709e-06
"274",1,4.37463387870096e-07,1.07923196823734e-06,2.01320396980842e-06,3.77804174192531e-06,1.00164309948525e-05
"275",1.1,4.83227871928005e-07,1.08332647880127e-06,2.98730878217635e-06,5.3293616106842e-06,1.58683029590323e-05
"276",1.2,6.57352216543172e-07,1.6610483491164e-06,3.20817922505601e-06,5.34650931185987e-06,1.43493596530542e-05
"277",1.3,5.03245172400746e-07,1.34907983034838e-06,2.43113858655608e-06,3.85673437552914e-06,1.33995515793406e-05
"278",1.4,6.1510828981981e-07,1.90577479336485e-06,2.68606744674438e-06,4.86791540721399e-06,1.0203705393258e-05
"279",1.5,6.58507513207063e-07,1.83703427431015e-06,2.7143479833236e-06,4.58543416115287e-06,7.93016114677969e-06
"280",1.6,7.40623463080237e-07,1.94641884798674e-06,3.3603481683353e-06,5.71383349615151e-06,1.74151830404923e-05
"281",1.7,9.56028305698631e-07,2.39109372288104e-06,3.76534851859178e-06,7.7515837232367e-06,1.4696547329951e-05
"282",1.8,7.10963267847031e-07,2.14223257796742e-06,3.59974763225468e-06,5.93462652451193e-06,1.58742194475314e-05
"283",1.9,9.38200126465727e-07,1.85198549476628e-06,3.2062836737845e-06,5.78038091120225e-06,2.07679411640904e-05
"284",2,1.15236742466718e-06,2.40244342156193e-06,3.92401385712615e-06,6.9372882114116e-06,1.85512691905809e-05
"285",2.1,7.37975368808597e-07,2.17470695962341e-06,3.86257322304573e-06,7.57058639261343e-06,2.3408839119643e-05
"286",2.2,1.07811862065654e-06,2.29328280307306e-06,4.92806213758801e-06,7.89970292111586e-06,1.99893753097202e-05
"287",2.3,1.0131542207914e-06,3.78680079085592e-06,6.21284039448167e-06,1.04472673158051e-05,2.57117482721558e-05
"288",2.4,1.07780297895488e-06,2.39537915350252e-06,4.81603834234789e-06,8.66783992189979e-06,1.87606996097378e-05
"289",2.5,1.19963481789442e-06,2.81361599571706e-06,4.67194682102212e-06,1.02099258698363e-05,2.83753016648125e-05
"290",2.6,1.31734810009942e-06,2.84403876280037e-06,5.61978252028306e-06,1.02710258357841e-05,2.1839010259328e-05
"291",2.7,1.02495675057823e-06,2.69325557822331e-06,5.35835242260196e-06,8.4963047684572e-06,2.76492869366485e-05
"292",2.8,1.14445270948393e-06,2.95291968463451e-06,6.50500427329392e-06,1.16725957783337e-05,3.0134336073545e-05
"293",2.9,1.15766943039608e-06,2.84507717440707e-06,4.54335221189428e-06,7.62535536716347e-06,1.82285387138437e-05
"294",3,1.28333458623842e-06,3.42084879809135e-06,6.56992544773027e-06,1.29774949447492e-05,2.68317732696699e-05
"295",3.1,1.81712915803822e-06,3.96303560509792e-06,5.96008702608009e-06,1.24595516707571e-05,3.82842817198969e-05
"296",3.2,1.42364598862965e-06,3.74255733823214e-06,6.87783868269509e-06,1.46144817609051e-05,3.08750428387239e-05
"297",3.3,1.05808373744298e-06,4.30645195204082e-06,7.2296362941815e-06,1.24030108771545e-05,3.40500519854625e-05
"298",3.4,1.65297533722408e-06,4.28993102100095e-06,6.92665619100863e-06,1.08630707926771e-05,2.80098836321518e-05
"299",3.5,1.71123506720328e-06,4.01501266722448e-06,7.64879917775074e-06,1.46292894734057e-05,2.5076887392117e-05
"300",3.6,1.540217712237e-06,4.58300255587463e-06,9.85586031648777e-06,1.90680025692058e-05,3.87560502500772e-05
"301",3.7,1.8476897705344e-06,4.54127620472256e-06,6.8116409074892e-06,1.15358001291366e-05,2.86646249541278e-05
"302",3.8,1.93488663479124e-06,4.69623078358516e-06,7.50519847736442e-06,1.72814869879578e-05,4.75224964876453e-05
"303",3.9,2.83318675280975e-06,4.90040807546444e-06,9.25608405155653e-06,1.62660732127562e-05,5.06390256601707e-05
"304",4,2.81366652307713e-06,4.95918779286342e-06,9.10028477285607e-06,1.46405138339301e-05,4.65957853186871e-05
"305",4.1,1.52368723028706e-06,4.19001160253951e-06,7.97380490230593e-06,1.53097899465715e-05,3.68913093898582e-05
"306",4.2,1.7922681899929e-06,4.65468193333596e-06,7.84132644515712e-06,1.71492034016507e-05,4.01679919081521e-05
"307",4.3,1.15771026821254e-06,5.19329362780319e-06,9.68459836792057e-06,2.01795637803093e-05,4.01614807772121e-05
"308",4.4,2.04714685557716e-06,5.68209015902599e-06,1.11164303000511e-05,1.81060722421189e-05,4.09747696494433e-05
"309",4.5,2.50948189837175e-06,6.49231632732228e-06,1.09804686991288e-05,1.88749003188493e-05,4.24583192767225e-05
"310",4.6,2.51301375440716e-06,5.69925318641418e-06,9.93185499892357e-06,1.7347323851058e-05,4.68428549335931e-05
"311",4.7,2.28899649648562e-06,4.75320844461891e-06,8.84051498767358e-06,1.93382208516224e-05,4.77963148121152e-05
"312",4.8,2.105890396642e-06,5.11432777569598e-06,9.76203741398507e-06,1.90424461767313e-05,5.78548903407083e-05
"313",4.9,2.81457643916405e-06,6.07409234337775e-06,1.29908722089067e-05,2.48734874509493e-05,5.48170417528915e-05
"314",5,1.76067589027773e-06,5.07052833867427e-06,1.01640525654867e-05,1.64179263008324e-05,4.571254824704e-05
"315",5.1,1.98995359570464e-06,5.09029773065883e-06,9.2462333292076e-06,1.78396712457451e-05,6.30234786793304e-05
"316",5.2,2.14634909163625e-06,6.38455662091419e-06,1.118410869827e-05,2.04254277843263e-05,5.03745175636061e-05
"317",5.3,1.55857657123115e-06,4.97505650892682e-06,1.05000974087721e-05,2.6810894070084e-05,8.12969526917062e-05
"318",5.4,1.36224858322542e-06,5.74381674856017e-06,1.01073035925214e-05,1.91002944804897e-05,3.88559614920181e-05
"319",5.5,3.05831109878585e-06,6.61385102035394e-06,1.16299801830588e-05,1.86109127068845e-05,3.71111865810236e-05
"320",5.6,1.76403990325702e-06,6.79266643743848e-06,1.1230566326903e-05,2.32714048890303e-05,7.01190794851314e-05
"321",5.7,2.3983671102179e-06,7.23547764083787e-06,1.31902190506072e-05,2.2819379381922e-05,5.33688753481309e-05
"322",5.8,2.25870659451011e-06,6.53326934793586e-06,1.27619851367222e-05,2.50966720626022e-05,7.28771137333939e-05
"323",5.9,2.48924641689796e-06,6.07850959671863e-06,1.23167216151687e-05,2.61683826110748e-05,6.45478868688431e-05
"324",6,1.90912685152922e-06,6.5858173881328e-06,1.17664636038461e-05,2.4191518027461e-05,5.52539947773545e-05
"325",6.1,2.35717345198894e-06,6.54134069366652e-06,1.37843331964316e-05,2.70097982280337e-05,6.69672037371949e-05
"326",6.2,2.22004068449189e-06,7.02556375650754e-06,1.29403955931306e-05,2.36156627175521e-05,6.85079782873466e-05
"327",6.3,2.62327704999565e-06,7.77589011594082e-06,1.40481726081387e-05,2.21950263633308e-05,4.87040654021331e-05
"328",6.4,2.31872595035099e-06,6.4113298473556e-06,1.2352774885982e-05,2.41821316180613e-05,6.91466490810311e-05
"329",6.5,3.61009429049597e-06,6.68182880944612e-06,1.64951260656632e-05,2.39652764658649e-05,4.93596749226277e-05
"330",6.6,3.39955222343202e-06,7.01196289257244e-06,1.17283689158865e-05,2.3162905126578e-05,6.42582868585317e-05
"331",6.7,4.30866895606008e-06,9.43038530995532e-06,1.51779833378884e-05,2.68951450444199e-05,5.34545584787438e-05
"332",6.8,3.82293882385532e-06,1.0307094280626e-05,1.46207109621987e-05,2.70542198104184e-05,8.34816105898473e-05
"333",6.9,3.01902940937904e-06,8.41963946771052e-06,1.37487784026558e-05,2.5047857546423e-05,6.08677113497491e-05
"334",7,2.28574579222984e-06,8.41823568384359e-06,1.55557439389109e-05,3.57091899488571e-05,8.69325638241492e-05
"335",7.1,4.0334839214895e-06,8.47407297688285e-06,1.65600633179053e-05,2.90978623408433e-05,6.20003744486341e-05
"336",7.2,2.08485857498553e-06,7.03286529973868e-06,1.5363341560326e-05,2.75914661108656e-05,6.75985814980073e-05
"337",7.3,3.61730102124147e-06,8.50061026999582e-06,1.54607833510734e-05,2.890901782171e-05,9.09388816691114e-05
"338",7.4,2.89478851214775e-06,9.11184193597148e-06,1.58915715514629e-05,3.25000529480812e-05,6.56569618179337e-05
"339",7.5,4.52070318273101e-06,1.04409039899667e-05,1.72221382246374e-05,3.4113294071797e-05,6.76396558691061e-05
"340",7.6,2.17268781752544e-06,8.72040023594534e-06,1.6450267849466e-05,3.1370985146828e-05,0.000105840437095223
"341",7.7,3.4828277951926e-06,6.96546580691848e-06,1.72171757762407e-05,3.0783347780311e-05,7.12753258215015e-05
"342",7.8,3.53081039974334e-06,7.51631991849355e-06,1.48599834734475e-05,3.27320593696279e-05,9.43278518913237e-05
"343",7.9,4.63835756996933e-06,9.1508382096539e-06,1.67756054121893e-05,2.92536596116222e-05,9.13259325619697e-05
"344",8,3.67299960390977e-06,9.51099528900823e-06,2.15334427079439e-05,3.83373250985308e-05,0.000108201388514473
"345",8.1,2.80681670749017e-06,9.6095395732132e-06,1.60432407890765e-05,2.54692269721357e-05,4.88546386983535e-05
"346",8.2,3.16529093563611e-06,8.20686220945333e-06,1.7937729495543e-05,3.4414370759378e-05,8.80825493356218e-05
"347",8.3,4.93621895831242e-06,1.06399073609154e-05,1.82276908150536e-05,3.51919163683323e-05,0.000103225527135009
"348",8.4,4.38701885244752e-06,8.0862675257698e-06,1.68847623445711e-05,3.84932774662727e-05,9.01897731159229e-05
"349",8.5,3.45078619819472e-06,8.81319982803941e-06,1.61829101185673e-05,3.21783035135137e-05,6.73693121732044e-05
"350",8.6,4.77453149511087e-06,1.0901855293316e-05,1.8822928678941e-05,3.16588640758286e-05,0.000114286055843915
"351",8.7,3.47009168377155e-06,9.6648119532472e-06,1.85537273425518e-05,3.7858712026051e-05,8.01795134511507e-05
"352",8.8,4.76859279162634e-06,1.08800700056311e-05,1.92590672501436e-05,3.72905984761251e-05,7.67019246335376e-05
"353",8.9,5.00689889470496e-06,1.03968965758927e-05,1.80687661739398e-05,3.10662159864472e-05,8.23047532347797e-05
"354",9,3.09322849342819e-06,1.1087415630856e-05,2.05131127313796e-05,3.55427112831985e-05,8.81357591780873e-05
"355",9.1,3.32789084881435e-06,9.79458719682635e-06,1.96098237636999e-05,4.31110744456287e-05,9.47569324493524e-05
"356",9.2,5.12830575818413e-06,1.18546621770133e-05,2.37646204372943e-05,4.28699786711173e-05,7.50441063193052e-05
"357",9.3,4.16048975532823e-06,8.93559517547993e-06,1.98258098749182e-05,3.96331456746779e-05,8.02130159686665e-05
"358",9.4,4.90841501700201e-06,1.17278068466897e-05,2.25995938675783e-05,3.48077984125839e-05,9.19817666852118e-05
"359",9.5,5.19717598508884e-06,1.13846974809373e-05,2.22569879987367e-05,4.42865239215773e-05,0.000107689875851535
"360",9.6,3.8302274060209e-06,8.63544707466191e-06,1.78713777900241e-05,2.93387155030633e-05,9.76551756452892e-05
"361",9.7,4.51530670074196e-06,1.02567083137828e-05,2.20153129342759e-05,3.80784744097029e-05,7.79286129718892e-05
"362",9.8,4.6066926621402e-06,1.18292171995549e-05,2.25809556878009e-05,4.17399370005733e-05,8.40564267897692e-05
"363",9.9,6.80380833879557e-06,1.52206629767115e-05,3.41142347835555e-05,5.18393865710232e-05,0.000120597857253535
"364",10,4.34929341180945e-06,1.04444396763215e-05,2.2354105789324e-05,3.8755914011368e-05,7.28179135485674e-05
"365",10,4.34492112527107e-06,1.19952354304953e-05,2.15513043507753e-05,4.89430742929564e-05,0.000134075875229611
"366",11,6.85471494188961e-06,1.49362418709609e-05,2.26526464222054e-05,4.85646569289844e-05,0.00013480977313362
"367",12,6.6439810481711e-06,1.39571519524595e-05,2.69069132495803e-05,4.34810417970777e-05,6.69783665560197e-05
"368",13,7.60116398278443e-06,2.09250236072878e-05,3.37069243463439e-05,6.62935251621311e-05,0.000142767925398535
"369",14,4.03286006452897e-06,1.46390498024784e-05,2.99611059488836e-05,5.4818107944471e-05,0.000139464311383874
"370",15,5.75653266229881e-06,1.45971831534697e-05,2.7289084786053e-05,4.68508497028508e-05,0.000141152983342113
"371",16,9.0050545332454e-06,1.59106179228596e-05,3.20051101987406e-05,6.52856097518861e-05,0.000167858796247461
"372",17,6.59841001331984e-06,1.91454181554251e-05,3.53394257044393e-05,5.58649008737533e-05,0.000180688014156555
"373",18,8.20420633116381e-06,2.22527464631694e-05,3.73035221908347e-05,5.77922232510297e-05,0.000166443290085766
"374",19,1.21824919023294e-05,2.12187447914125e-05,3.55740109452829e-05,7.32572478402416e-05,0.000172864767955794
"375",20,6.88282491992931e-06,2.12996811937982e-05,4.20736112405895e-05,7.15893288365521e-05,0.000115967751899126
"376",21,8.31438667858175e-06,1.91902289357893e-05,4.88741137634197e-05,9.89577217075654e-05,0.00022207470781207
"377",22,9.54178204569112e-06,2.3688470730393e-05,4.76794847351636e-05,7.58164003517303e-05,0.000234059268774922
"378",23,5.78778859683382e-06,2.06959862983636e-05,4.2427084036234e-05,7.70313014986646e-05,0.0001883913338659
"379",24,1.04089045318612e-05,2.41834840486455e-05,5.06574077447919e-05,8.77472252319433e-05,0.000202507057590368
"380",25,1.10294246364995e-05,3.13529831782455e-05,5.3965024555791e-05,9.04549898554097e-05,0.000216638007652031
"381",26,1.47660562683727e-05,3.56153851907015e-05,5.1067493219481e-05,0.000106135304806909,0.000256131753459815
"382",27,1.13108791216787e-05,3.69425033952819e-05,5.7666992965999e-05,9.51516566519706e-05,0.000396686549621478
"383",28,1.29770508788818e-05,2.78718413073697e-05,5.18209293363103e-05,0.000107631733373359,0.000267288180448771
"384",29,1.05196093163507e-05,3.01136238259614e-05,5.00836692848283e-05,0.000103234480717723,0.000285168204829161
"385",30,1.50462657825146e-05,3.3999914866828e-05,5.16580254974475e-05,0.000106980470913343,0.000297080422257817
"386",31,1.04380266517823e-05,2.70460961959429e-05,5.72422083184865e-05,9.05256647377173e-05,0.000228992277906204
"387",32,1.33983482084932e-05,3.31918072271342e-05,5.83258354314165e-05,0.000109164891601815,0.000290452896195803
"388",33,9.17664979704358e-06,3.57968622735072e-05,6.41552084096886e-05,0.000112506216179503,0.000261978823264758
"389",34,1.52250407953747e-05,4.71848132172492e-05,7.08435918910788e-05,0.000137956860467692,0.000323388944539837
"390",35,1.55615927175112e-05,4.43904439973719e-05,8.14715045995285e-05,0.000128157803624296,0.000317815155257106
"391",36,2.17331390713393e-05,5.03076576488515e-05,7.98238628719194e-05,0.000131663485120198,0.000361926071821183
"392",37,1.37913387257604e-05,4.66668799144199e-05,7.09292738465539e-05,0.000154904633552583,0.000335053134600005
"393",38,1.88816996093744e-05,4.81942190962981e-05,8.39649357243788e-05,0.000161978330518786,0.000492924677896767
"394",39,1.5459935588702e-05,4.98646857461649e-05,9.7410729908376e-05,0.000178944973240142,0.000490319992455457
"395",40,2.17449509952394e-05,5.3093829987777e-05,8.36080374300718e-05,0.000169665481390746,0.00043909410826447
"396",41,1.83584783853552e-05,5.49732614109621e-05,9.12495852333772e-05,0.000173928988423805,0.00040140459538574
"397",42,2.09926971784402e-05,4.85997300118668e-05,7.06095776228377e-05,0.000155572589769393,0.000304845389748382
"398",43,2.93543120488515e-05,5.5821580219273e-05,8.34410183526146e-05,0.000201568583208911,0.000389303683496145
"399",44,1.26297197254877e-05,4.52267445533172e-05,7.88865258425364e-05,0.000157928521574674,0.000455963686886018
"400",45,2.97335277258115e-05,5.37887297061834e-05,9.49150617928218e-05,0.000175287160386617,0.000472175372964922
"401",46,1.784355677244e-05,5.30794759605324e-05,9.66330395947845e-05,0.000157490284307005,0.00035319390347896
"402",47,1.9979587256852e-05,5.43558694072188e-05,0.000116657086780714,0.000222561356322926,0.000394106216371942
"403",48,3.14668941946039e-05,5.15346779148551e-05,9.67238093653733e-05,0.000188455682806205,0.000457164680330413
"404",49,2.44123720669676e-05,5.50873724208256e-05,0.000102513030779572,0.000188640623678349,0.000412652762860899
"405",50,3.0286724018419e-05,5.16381227866625e-05,0.000104934173919047,0.000191788800290332,0.000482488361284083
"406",51,2.3851011946846e-05,6.15329331584702e-05,0.000116876128505417,0.000205400998438715,0.000442774659642248
"407",52,2.26233059804792e-05,5.70535784960857e-05,0.000108929733430241,0.000180375943576172,0.000547000329053926
"408",53,2.06869544161603e-05,4.92067999062484e-05,9.5189606771684e-05,0.000200277869605747,0.00048275701498669
"409",54,2.34431261587675e-05,5.14753189150285e-05,9.78199320877393e-05,0.000181702773381753,0.00046518716932003
"410",55,2.68648902311874e-05,8.19817153023261e-05,0.000132684673213146,0.000205036377179946,0.000419945331223887
"411",56,2.51315478211112e-05,6.28749215459412e-05,0.000114806313474658,0.00022252400019751,0.000689573141971317
"412",57,1.83559283173318e-05,5.98746732014821e-05,0.000108929043890982,0.000215153061012441,0.000607241934698421
"413",58,3.4198731509838e-05,7.82150638717616e-05,0.000112217828709349,0.000228665724386679,0.00044777649694494
"414",59,2.89969700607684e-05,7.42413322445956e-05,0.000140690775276064,0.000235189889431053,0.000569707929628349
"415",60,2.06532522779634e-05,5.24450864159698e-05,0.000133746730420548,0.000234279551940469,0.000587634652128516
"416",61,3.18005136335564e-05,7.03779233479918e-05,0.000143599468566014,0.00028705712103641,0.000772392749496209
"417",62,3.22908433415259e-05,6.52307404186148e-05,0.000119494636304951,0.000243758287803347,0.000701517597289241
"418",63,2.426812445539e-05,6.7036616422822e-05,0.000107830586991375,0.000211766951317138,0.000475992131662262
"419",64,3.03169408878701e-05,8.75089655188732e-05,0.000166253295564467,0.000275660550307283,0.000676562493119648
"420",65,3.03934002135964e-05,7.89582038576153e-05,0.000143043989209668,0.000241080982886943,0.000625461546390321
"421",66,3.07214002702838e-05,6.46800742107323e-05,0.000110203435213951,0.000211162080412497,0.00085289562945569
"422",67,3.76378529570398e-05,7.0147572863527e-05,0.000127852740174128,0.000261033254478127,0.000795163910353558
"423",68,2.68215287923646e-05,9.05179804004397e-05,0.000145351015084894,0.000276436305370692,0.000541514479547184
"424",69,2.41095685345027e-05,8.40015041069508e-05,0.000143426909693822,0.000251839291663697,0.000517837287641792
"425",70,2.73795251127695e-05,7.56390947536378e-05,0.000131465336551506,0.00024552929557714,0.000567965629064088
"426",71,3.27699636506695e-05,9.55248366210637e-05,0.000152049936460674,0.000288196860611184,0.000688261825630143
"427",72,2.98579545875699e-05,6.8339460666228e-05,0.000154483704617514,0.000270461111544718,0.000900082190879098
"428",73,3.22741341723831e-05,8.73896658136475e-05,0.000144647154726063,0.000243288064957187,0.000555036491674049
"429",74,4.41436817496366e-05,7.5373830917963e-05,0.000143476839955248,0.000330776273038291,0.000884908225016029
"430",75,3.74689128668559e-05,8.74989268218052e-05,0.00015149578957635,0.000284380550727353,0.00086760515371031
"431",76,2.32986544019986e-05,8.78454287073782e-05,0.000156318980099324,0.000356686151222363,0.000754586477430308
"432",77,2.79540362041197e-05,8.99538088589558e-05,0.000183606252023294,0.000325540571386007,0.000789913851517154
"433",78,3.10640255209771e-05,9.26244968520451e-05,0.000178782717884185,0.000272716291034564,0.000851078967905261
"434",79,2.58810829894374e-05,0.000100064852054937,0.00018926170318001,0.000370308622376497,0.000752299017320301
"435",80,3.26071192079946e-05,0.000107252930360513,0.000178331652866959,0.000318320455223953,0.000918031926832463
"436",81,4.52972950373054e-05,7.76719161849071e-05,0.000135922500706209,0.000283864658328747,0.000656763830609419
"437",82,2.29863988303491e-05,0.000102875661304763,0.000192060703425923,0.000376123345990187,0.000958800888379513
"438",83,2.39045914581071e-05,0.000103620800125187,0.000177245777680468,0.000382608870999696,0.000683197191996726
"439",84,4.2513839921815e-05,9.96033426732268e-05,0.000191481482883504,0.000340129571220399,0.000835829659154924
"440",85,3.1391957263649e-05,7.87557900609748e-05,0.00015321717776734,0.000309340807756409,0.000654165970257897
"441",86,5.09687435773731e-05,0.00011192606252014,0.000188092894014613,0.000372335315975025,0.00080754138077887
"442",87,4.09005778105265e-05,0.0001190413565334,0.000211262678081525,0.000370574723071615,0.000812405846091224
"443",88,4.71298834105682e-05,8.42635805564651e-05,0.000152442703409639,0.000298403463341423,0.000606190142180968
"444",89,4.36624525384455e-05,0.000110389966145791,0.000216162374891637,0.000395986663470516,0.000786177833580975
"445",90,4.0477984459153e-05,9.39060536900849e-05,0.000175867410982466,0.000325776092488822,0.00089539399958155
"446",91,5.97058001587158e-05,0.000119096539291819,0.000207159309932814,0.000332787317268823,0.000687258207848113
"447",92,4.02478330178202e-05,0.000102088098931558,0.000177563488864774,0.000327185578522599,0.000827601303000091
"448",93,3.22277955276507e-05,9.98176358417702e-05,0.000201715146954218,0.000401274152456055,0.00089325684170307
"449",94,5.42078599906126e-05,0.00011991287642249,0.000238661724552836,0.000488294942818629,0.00116009404963695
"450",95,4.51834397968809e-05,0.000117648463896641,0.000186871452023285,0.000409841723053916,0.00101943252317423
"451",96,3.44473708720927e-05,9.19463715679802e-05,0.000192392601595703,0.000319015819909896,0.000822832774435728
"452",97,6.35093513094653e-05,0.00011954287139182,0.000180496252069784,0.000299436318730417,0.000859020390190629
"453",98,3.9851819467901e-05,0.000133192837459412,0.000249705252781451,0.000385035183279148,0.00096835592493334
"454",99,4.15712797294299e-05,0.000117640995247054,0.000218106817856001,0.000364668619552116,0.000740868632283481
"455",100,4.3064103876711e-05,9.61288889973766e-05,0.000198913309784832,0.000354003049992335,0.000799073122261323
"456",101,4.76637857529827e-05,9.88391849605919e-05,0.000230953901730668,0.000385536128503811,0.000769229859578463
"457",106,3.6120366616077e-05,0.000134442279778213,0.000226673453921078,0.000391591420455251,0.00107527792431037
"458",111,3.57518375284416e-05,0.000120227065695838,0.000238946892803293,0.000454298182489182,0.00120404169907839
"459",116,6.34791553123015e-05,0.000136160578275507,0.000251730075707168,0.000445497070773515,0.000914749178611995
"460",121,3.74245803876072e-05,0.000131096626733357,0.000236412617662662,0.000407048830600582,0.00110278815944518
