"","condition","risk"
"1745","d_I2",0
"1746","d_I2",0
"1747","d_I2",0
"1748","d_I2",0
"1749","d_I2",0
"1750","d_I2",0
"1751","d_I2",0
"1752","d_I2",0
"1753","d_I2",0
"1754","d_I2",0
"1755","d_I2",0
"1756","d_I2",0
"1757","d_I2",0
"1758","d_I2",0
"1759","d_I2",0
"1760","d_I2",0
"1761","d_I2",0
"1762","d_I2",0
"1763","d_I2",0
"1764","d_I2",0
"1765","d_I2",0
"1766","d_I2",0
"1767","d_I2",0
"1768","d_I2",0
"1769","d_I2",0
"1770","d_I2",0
"1771","d_I2",0
"1772","d_I2",0
"1773","d_I2",0
"1774","d_I2",0
"1775","d_I2",0
"1776","d_I2",0
"1777","d_I2",0
"1778","d_I2",0
"1779","d_I2",0
"1780","d_I2",0
"1781","d_I2",0
"1782","d_I2",0
"1783","d_I2",0
"1784","d_I2",0
"1785","d_I2",0
"1786","d_I2",0
"1787","d_I2",0
"1788","d_I2",0
"1789","d_I2",0
"1790","d_I2",0
"1791","d_I2",0
"1792","d_I2",0
"1793","d_I2",0
"1794","d_I2",0
"1795","d_I2",0
"1796","d_I2",0
"1797","d_I2",0
"1798","d_I2",0
"1799","d_I2",0
"1800","d_I2",0
"1801","d_I2",0
"1802","d_I2",0
"1803","d_I2",0
"1804","d_I2",0
"1805","d_I2",0
"1806","d_I2",0
"1807","d_I2",0
"1808","d_I2",0
"1809","d_I2",0
"1810","d_I2",0
"1811","d_I2",0
"1812","d_I2",0
"1813","d_I2",0
"1814","d_I2",0
"1815","d_I2",0
"1816","d_I2",0
"1817","d_I2",0
"1818","d_I2",0
"1819","d_I2",0
"1820","d_I2",0
"1821","d_I2",0
"1822","d_I2",0
"1823","d_I2",0
"1824","d_I2",0
"1825","d_I2",0
"1826","d_I2",0
"1827","d_I2",0
"1828","d_I2",0
"1829","d_I2",0
"1830","d_I2",0
"1831","d_I2",0
"1832","d_I2",0
"1833","d_I2",0
"1834","d_I2",0
"1835","d_I2",0
"1836","d_I2",3.31160992739221e-07
"1837","d_I2",1.37722134363472e-07
"1838","d_I2",5.72754208505444e-08
"1839","d_I2",2.38195100310534e-08
"1840","d_I2",9.90597781580504e-09
"1841","d_I2",4.11966483149229e-09
"1842","d_I2",1.71327241282881e-09
"1843","d_I2",7.12509939937434e-10
"1844","d_I2",2.96316193804103e-10
"1845","d_I2",1.23230980975109e-10
"1846","d_I2",5.12488940174194e-11
"1847","d_I2",2.13131734483341e-11
"1848","d_I2",8.86368756169986e-12
"1849","d_I2",3.68616248636044e-12
"1850","d_I2",1.53299595240242e-12
"1851","d_I2",6.37490060739765e-13
"1852","d_I2",2.65121258280487e-13
"1853","d_I2",1.10245146345278e-13
"1854","d_I2",4.5852210917019e-14
"1855","d_I2",1.90958360235527e-14
"1856","d_I2",2.66453525910038e-15
"1857","d_I2",1.11022302462516e-15
"1858","d_I2",4.44089209850063e-16
"1859","d_I2",2.22044604925031e-16
"1860","d_I2",1.11022302462516e-16
"1861","d_I2",0
"1862","d_I2",0
"1863","d_I2",0
"1864","d_I2",0
"1865","d_I2",0
"1866","d_I2",0
"1867","d_I2",0
"1868","d_I2",0
"1869","d_I2",0
"1870","d_I2",0
"1871","d_I2",0
"1872","d_I2",0
"1873","d_I2",0
"1874","d_I2",0
"1875","d_I2",0
"1876","d_I2",0
"1877","d_I2",0
"1878","d_I2",0
"1879","d_I2",0
"1880","d_I2",0
"1881","d_I2",0
"1882","d_I2",0
"1883","d_I2",0
"1884","d_I2",0
"1885","d_I2",0
"1886","d_I2",0
"1887","d_I2",0
"1888","d_I2",0
"1889","d_I2",0
"1890","d_I2",0
"1891","d_I2",0
"1892","d_I2",0
"1893","d_I2",0
"1894","d_I2",0
"1895","d_I2",0
"1896","d_I2",0
"1897","d_I2",0
"1898","d_I2",0
"1899","d_I2",0
"1900","d_I2",0
"1901","d_I2",0
"1902","d_I2",0
"1903","d_I2",0
"1904","d_I2",0
"1905","d_I2",0
"1906","d_I2",0
"1907","d_I2",0
"1908","d_I2",0
"1909","d_I2",0
"1910","d_I2",0
"1911","d_I2",0
"1912","d_I2",0
"1913","d_I2",0
"1914","d_I2",0
"1915","d_I2",0
"1916","d_I2",0
"1917","d_I2",0
"1918","d_I2",0
"1919","d_I2",0
"1920","d_I2",0
"1921","d_I2",0
"1922","d_I2",0
"1923","d_I2",0
"1924","d_I2",0
"1925","d_I2",0
"1926","d_I2",0
"1927","d_I2",0
"1928","d_I2",0
"1929","d_I2",0
"1930","d_I2",0
"1931","d_I2",0
"1932","d_I2",0
"1933","d_I2",0
"1934","d_I2",0
"1935","d_I2",0
"1936","d_I2",0
"1937","d_I2",0
"1938","d_I2",0
"1939","d_I2",0
"1940","d_I2",0
"1941","d_I2",0
"1942","d_I2",0
"1943","d_I2",0
"1944","d_I2",0
"1945","d_I2",0
"1946","d_I2",0
"1947","d_I2",0
"1948","d_I2",0
"1949","d_I2",3.31160992739221e-07
"1950","d_I2",1.37722134363472e-07
"1951","d_I2",5.72754208505444e-08
"1952","d_I2",2.38195100310534e-08
"1953","d_I2",9.90597781580504e-09
"1954","d_I2",4.11966483149229e-09
"1955","d_I2",1.71327241282881e-09
"1956","d_I2",7.12509939937434e-10
"1957","d_I2",3.31457308933025e-07
"1958","d_I2",1.37845365344447e-07
"1959","d_I2",5.73266697445618e-08
"1960","d_I2",2.38408232045018e-08
"1961","d_I2",9.91484150336674e-09
"1962","d_I2",4.12335099397865e-09
"1963","d_I2",1.71480540878122e-09
"1964","d_I2",7.13147541020476e-10
"1965","d_I2",2.96581426084686e-10
"1966","d_I2",1.23341226121454e-10
"1967","d_I2",5.12947462283364e-11
"1968","d_I2",2.13322692843576e-11
"1969","d_I2",8.8715701451747e-12
"1970","d_I2",3.68949315543432e-12
"1971","d_I2",1.53432822003197e-12
"1972","d_I2",6.3815619455454e-13
"1973","d_I2",2.65343302885412e-13
"1974","d_I2",1.10356168647741e-13
"1975","d_I2",4.5852210917019e-14
"1976","d_I2",1.90958360235527e-14
"1977","d_I2",7.99360577730113e-15
"1978","d_I2",3.33066907387547e-15
"1979","d_I2",1.33226762955019e-15
"1980","d_I2",5.55111512312578e-16
"1981","d_I2",2.22044604925031e-16
"1982","d_I2",1.11022302462516e-16
"1983","d_I2",0
"1984","d_I2",0
"1985","d_I2",0
"1986","d_I2",0
"1987","d_I2",0
"1988","d_I2",0
"1989","d_I2",0
"1990","d_I2",0
"1991","d_I2",0
"1992","d_I2",0
"1993","d_I2",0
"1994","d_I2",0
"1995","d_I2",0
"1996","d_I2",0
"1997","d_I2",0
"1998","d_I2",0
"1999","d_I2",0
"2000","d_I2",0
"2001","d_I2",0
"2002","d_I2",0
"2003","d_I2",0
"2004","d_I2",0
"2005","d_I2",0
"2006","d_I2",0
"2007","d_I2",0
"2008","d_I2",0
"2009","d_I2",0
"2010","d_I2",0
"2011","d_I2",0
"2012","d_I2",0
"2013","d_I2",0
"2014","d_I2",0
"2015","d_I2",0
"2016","d_I2",0
"2017","d_I2",0
"2018","d_I2",0
"2019","d_I2",0
"2020","d_I2",0
"2021","d_I2",0
"2022","d_I2",0
"2023","d_I2",0
"2024","d_I2",0
"2025","d_I2",0
"2026","d_I2",0
"2027","d_I2",0
"2028","d_I2",0
"2029","d_I2",0
"2030","d_I2",0
"2031","d_I2",0
"2032","d_I2",0
"2033","d_I2",0
"2034","d_I2",0
"2035","d_I2",0
"2036","d_I2",0
"2037","d_I2",0
"2038","d_I2",0
"2039","d_I2",0
"2040","d_I2",0
"2041","d_I2",0
"2042","d_I2",0
"2043","d_I2",0
"2044","d_I2",0
"2045","d_I2",0
"2046","d_I2",0
"2047","d_I2",0
"2048","d_I2",0
"2049","d_I2",0
"2050","d_I2",0
"2051","d_I2",0
"2052","d_I2",0
"2053","d_I2",0
"2054","d_I2",0
"2055","d_I2",0
"2056","d_I2",0
"2057","d_I2",0
"2058","d_I2",0
"2059","d_I2",0
"2060","d_I2",0
"2061","d_I2",0
"2062","d_I2",0
"2063","d_I2",0
"2064","d_I2",0
"2065","d_I2",0
"2066","d_I2",0
"2067","d_I2",0
"2068","d_I2",0
"2069","d_I2",0
"2070","d_I2",0
"2071","d_I2",0
"2072","d_I2",0
"2073","d_I2",0
"2074","d_I2",0
"2075","d_I2",0
"2076","d_I2",0
"2077","d_I2",0
"2078","d_I2",0
"2079","d_I2",0
"2080","d_I2",0
"2081","d_I2",0
"2082","d_I2",0
"2083","d_I2",0
"2084","d_I2",0
"2085","d_I2",0
"2086","d_I2",0
"2087","d_I2",0
"2088","d_I2",0
"2089","d_I2",0
"2090","d_I2",0
"2091","d_I2",0
"2092","d_I2",0
"2093","d_I2",0
"2094","d_I2",0
"2095","d_I2",0
"2096","d_I2",0
"2097","d_I2",0
"2098","d_I2",0
"2099","d_I2",0
"2100","d_I2",0
"2101","d_I2",0
"2102","d_I2",0
"2103","d_I2",0
"2104","d_I2",0
"2105","d_I2",0
"2106","d_I2",0
"2107","d_I2",0
"2108","d_I2",0
"2109","d_I2",0
"2110","d_I2",0
"2111","d_I2",0
"2112","d_I2",0
"2113","d_I2",0
"2114","d_I2",0
"2115","d_I2",0
"2116","d_I2",0
"2117","d_I2",0
"2118","d_I2",0
"2119","d_I2",0
"2120","d_I2",0
"2121","d_I2",0
"2122","d_I2",0
"2123","d_I2",0
"2124","d_I2",0
"2125","d_I2",0
"2126","d_I2",0
"2127","d_I2",0
"2128","d_I2",0
"2129","d_I2",0
"2130","d_I2",0
"2131","d_I2",0
"2132","d_I2",0
"2133","d_I2",0
"2134","d_I2",0
"2135","d_I2",0
"2136","d_I2",0
"2137","d_I2",0
"2138","d_I2",0
"2139","d_I2",0
"2140","d_I2",0
"2141","d_I2",0
"2142","d_I2",0
"2143","d_I2",0
"2144","d_I2",0
"2145","d_I2",0
"2146","d_I2",0
"2147","d_I2",0
"2148","d_I2",0
"2149","d_I2",0
"2150","d_I2",0
"2151","d_I2",0
"2152","d_I2",0
"2153","d_I2",0
"2154","d_I2",0
"2155","d_I2",0
"2156","d_I2",0
"2157","d_I2",0
"2158","d_I2",0
"2159","d_I2",0
"2160","d_I2",0
"2161","d_I2",0
"2162","d_I2",0
"2163","d_I2",0
"2164","d_I2",0
"2165","d_I2",0
"2166","d_I2",0
"2167","d_I2",0
"2168","d_I2",0
"2169","d_I2",0
"2170","d_I2",0
"2171","d_I2",0
"2172","d_I2",0
"2173","d_I2",0
"2174","d_I2",0
"2175","d_I2",0
"2176","d_I2",0
"2177","d_I2",0
"2178","d_I2",0
"2179","d_I2",0
"2180","d_I2",0
"2181","d_I2",0
"2182","d_I2",0
"2183","d_I2",0
"2184","d_I2",0
"2185","d_I2",0
"2186","d_I2",0
"2187","d_I2",0
"2188","d_I2",0
"2189","d_I2",0
"2190","d_I2",0
"2191","d_I2",0
"2192","d_I2",0
"2193","d_I2",0
"2194","d_I2",0
"2195","d_I2",0
"2196","d_I2",0
"2197","d_I2",0
"2198","d_I2",0
"2199","d_I2",0
"2200","d_I2",0
"2201","d_I2",0
"2202","d_I2",0
"2203","d_I2",0
"2204","d_I2",0
"2205","d_I2",0
"2206","d_I2",0
"2207","d_I2",0
"2208","d_I2",0
"2209","d_I2",0
"2210","d_I2",0
"2211","d_I2",0
"2212","d_I2",0
"2213","d_I2",0
"2214","d_I2",0
"2215","d_I2",0
"2216","d_I2",0
"2217","d_I2",0
"2218","d_I2",0
"2219","d_I2",0
"2220","d_I2",0
"2221","d_I2",0
"2222","d_I2",0
"2223","d_I2",0
"2224","d_I2",0
"2225","d_I2",0
"2226","d_I2",0
"2227","d_I2",0
"2228","d_I2",0
"2229","d_I2",0
"2230","d_I2",0
"2231","d_I2",0
"2232","d_I2",0
"2233","d_I2",0
"2234","d_I2",0
"2235","d_I2",0
"2236","d_I2",0
"2237","d_I2",0
"2238","d_I2",0
"2239","d_I2",0
"2240","d_I2",0
"2241","d_I2",0
"2242","d_I2",0
"2243","d_I2",0
"2244","d_I2",0
"2245","d_I2",0
"2246","d_I2",0
"2247","d_I2",0
"2248","d_I2",0
"2249","d_I2",0
"2250","d_I2",0
"2251","d_I2",0
"2252","d_I2",0
"2253","d_I2",0
"2254","d_I2",0
"2255","d_I2",0
"2256","d_I2",0
"2257","d_I2",0
"2258","d_I2",0
"2259","d_I2",0
"2260","d_I2",0
"2261","d_I2",0
"2262","d_I2",0
"2263","d_I2",0
"2264","d_I2",0
"2265","d_I2",0
"2266","d_I2",0
"2267","d_I2",0
"2268","d_I2",0
"2269","d_I2",0
"2270","d_I2",0
"2271","d_I2",0
"2272","d_I2",0
"2273","d_I2",0
"2274","d_I2",0
"2275","d_I2",0
"2276","d_I3",0
"2277","d_I3",0
"2278","d_I3",0
"2279","d_I3",0
"2280","d_I3",0
"2281","d_I3",0
"2282","d_I3",0
"2283","d_I3",0
"2284","d_I3",0
"2285","d_I3",0
"2286","d_I3",0
"2287","d_I3",0
"2288","d_I3",0
"2289","d_I3",0
"2290","d_I3",0
"2291","d_I3",0
"2292","d_I3",0
"2293","d_I3",3.06352281764788e-07
"2294","d_I3",1.59877500127692e-07
"2295","d_I3",8.34360168733284e-08
"2296","d_I3",4.35431425360733e-08
"2297","d_I3",2.27240622985292e-08
"2298","d_I3",1.1859112025725e-08
"2299","d_I3",6.18896989212914e-09
"2300","d_I3",3.22986648537693e-09
"2301","d_I3",1.68558544899611e-09
"2302","d_I3",8.7966434136888e-10
"2303","d_I3",4.59074445124941e-10
"2304","d_I3",2.39579356353659e-10
"2305","d_I3",1.25030430453421e-10
"2306","d_I3",6.52501386255722e-11
"2307","d_I3",3.40524275443954e-11
"2308","d_I3",1.777111791057e-11
"2309","d_I3",9.27424803620625e-12
"2310","d_I3",4.84001727585337e-12
"2311","d_I3",2.52586840332469e-12
"2312","d_I3",1.31816779713745e-12
"2313","d_I3",6.87894186057747e-13
"2314","d_I3",3.59046126163776e-13
"2315","d_I3",1.87405646556726e-13
"2316","d_I3",9.78106484694763e-14
"2317","d_I3",5.10702591327572e-14
"2318","d_I3",2.66453525910038e-14
"2319","d_I3",1.38777878078145e-14
"2320","d_I3",7.21644966006352e-15
"2321","d_I3",3.77475828372553e-15
"2322","d_I3",1.99840144432528e-15
"2323","d_I3",9.99200722162641e-16
"2324","d_I3",5.55111512312578e-16
"2325","d_I3",3.33066907387547e-16
"2326","d_I3",1.11022302462516e-16
"2327","d_I3",1.11022302462516e-16
"2328","d_I3",0
"2329","d_I3",0
"2330","d_I3",0
"2331","d_I3",0
"2332","d_I3",0
"2333","d_I3",0
"2334","d_I3",0
"2335","d_I3",0
"2336","d_I3",0
"2337","d_I3",0
"2338","d_I3",0
"2339","d_I3",0
"2340","d_I3",0
"2341","d_I3",0
"2342","d_I3",0
"2343","d_I3",0
"2344","d_I3",0
"2345","d_I3",0
"2346","d_I3",0
"2347","d_I3",0
"2348","d_I3",0
"2349","d_I3",0
"2350","d_I3",0
"2351","d_I3",0
"2352","d_I3",0
"2353","d_I3",0
"2354","d_I3",0
"2355","d_I3",0
"2356","d_I3",0
"2357","d_I3",0
"2358","d_I3",0
"2359","d_I3",0
"2360","d_I3",0
"2361","d_I3",0
"2362","d_I3",0
"2363","d_I3",0
"2364","d_I3",0
"2365","d_I3",0
"2366","d_I3",0
"2367","d_I3",0
"2368","d_I3",0
"2369","d_I3",0
"2370","d_I3",0
"2371","d_I3",0
"2372","d_I3",0
"2373","d_I3",0
"2374","d_I3",0
"2375","d_I3",0
"2376","d_I3",0
"2377","d_I3",0
"2378","d_I3",0
"2379","d_I3",0
"2380","d_I3",0
"2381","d_I3",0
"2382","d_I3",0
"2383","d_I3",0
"2384","d_I3",0
"2385","d_I3",0
"2386","d_I3",0
"2387","d_I3",0
"2388","d_I3",0
"2389","d_I3",0
"2390","d_I3",0
"2391","d_I3",0
"2392","d_I3",0
"2393","d_I3",0
"2394","d_I3",0
"2395","d_I3",0
"2396","d_I3",0
"2397","d_I3",0
"2398","d_I3",0
"2399","d_I3",0
"2400","d_I3",0
"2401","d_I3",0
"2402","d_I3",0
"2403","d_I3",0
"2404","d_I3",0
"2405","d_I3",0
"2406","d_I3",0
"2407","d_I3",0
"2408","d_I3",0
"2409","d_I3",0
"2410","d_I3",0
"2411","d_I3",0
"2412","d_I3",0
"2413","d_I3",0
"2414","d_I3",0
"2415","d_I3",0
"2416","d_I3",0
"2417","d_I3",0
"2418","d_I3",0
"2419","d_I3",0
"2420","d_I3",0
"2421","d_I3",0
"2422","d_I3",0
"2423","d_I3",0
"2424","d_I3",0
"2425","d_I3",0
"2426","d_I3",0
"2427","d_I3",0
"2428","d_I3",0
"2429","d_I3",0
"2430","d_I3",0
"2431","d_I3",0
"2432","d_I3",0
"2433","d_I3",0
"2434","d_I3",0
"2435","d_I3",0
"2436","d_I3",0
"2437","d_I3",0
"2438","d_I3",0
"2439","d_I3",0
"2440","d_I3",0
"2441","d_I3",0
"2442","d_I3",0
"2443","d_I3",0
"2444","d_I3",0
"2445","d_I3",0
"2446","d_I3",0
"2447","d_I3",0
"2448","d_I3",0
"2449","d_I3",0
"2450","d_I3",0
"2451","d_I3",0
"2452","d_I3",0
"2453","d_I3",0
"2454","d_I3",0
"2455","d_I3",0
"2456","d_I3",0
"2457","d_I3",0
"2458","d_I3",0
"2459","d_I3",0
"2460","d_I3",0
"2461","d_I3",0
"2462","d_I3",0
"2463","d_I3",0
"2464","d_I3",0
"2465","d_I3",0
"2466","d_I3",0
"2467","d_I3",0
"2468","d_I3",0
"2469","d_I3",0
"2470","d_I3",0
"2471","d_I3",0
"2472","d_I3",0
"2473","d_I3",0
"2474","d_I3",0
"2475","d_I3",0
"2476","d_I3",0
"2477","d_I3",0
"2478","d_I3",0
"2479","d_I3",0
"2480","d_I3",0
"2481","d_I3",0
"2482","d_I3",0
"2483","d_I3",0
"2484","d_I3",0
"2485","d_I3",0
"2486","d_I3",0
"2487","d_I3",0
"2488","d_I3",0
"2489","d_I3",0
"2490","d_I3",0
"2491","d_I3",0
"2492","d_I3",0
"2493","d_I3",0
"2494","d_I3",0
"2495","d_I3",0
"2496","d_I3",0
"2497","d_I3",0
"2498","d_I3",0
"2499","d_I3",0
"2500","d_I3",0
"2501","d_I3",0
"2502","d_I3",0
"2503","d_I3",0
"2504","d_I3",0
"2505","d_I3",0
"2506","d_I3",0
"2507","d_I3",0
"2508","d_I3",0
"2509","d_I3",0
"2510","d_I3",0
"2511","d_I3",0
"2512","d_I3",0
"2513","d_I3",0
"2514","d_I3",0
"2515","d_I3",0
"2516","d_I3",0
"2517","d_I3",0
"2518","d_I3",0
"2519","d_I3",0
"2520","d_I3",0
"2521","d_I3",0
"2522","d_I3",0
"2523","d_I3",0
"2524","d_I3",0
"2525","d_I3",0
"2526","d_I3",0
"2527","d_I3",0
"2528","d_I3",0
"2529","d_I3",0
"2530","d_I3",0
"2531","d_I3",0
"2532","d_I3",0
"2533","d_I3",0
"2534","d_I3",0
"2535","d_I3",0
"2536","d_I3",0
"2537","d_I3",0
"2538","d_I3",0
"2539","d_I3",0
"2540","d_I3",0
"2541","d_I3",0
"2542","d_I3",0
"2543","d_I3",0
"2544","d_I3",0
"2545","d_I3",0
"2546","d_I3",0
"2547","d_I3",0
"2548","d_I3",0
"2549","d_I3",0
"2550","d_I3",0
"2551","d_I3",0
"2552","d_I3",0
"2553","d_I3",0
"2554","d_I3",0
"2555","d_I3",0
"2556","d_I3",0
"2557","d_I3",0
"2558","d_I3",0
"2559","d_I3",0
"2560","d_I3",0
"2561","d_I3",0
"2562","d_I3",0
"2563","d_I3",0
"2564","d_I3",0
"2565","d_I3",0
"2566","d_I3",0
"2567","d_I3",0
"2568","d_I3",0
"2569","d_I3",0
"2570","d_I3",0
"2571","d_I3",0
"2572","d_I3",0
"2573","d_I3",0
"2574","d_I3",0
"2575","d_I3",0
"2576","d_I3",0
"2577","d_I3",0
"2578","d_I3",0
"2579","d_I3",0
"2580","d_I3",0
"2581","d_I3",0
"2582","d_I3",0
"2583","d_I3",0
"2584","d_I3",0
"2585","d_I3",0
"2586","d_I3",0
"2587","d_I3",0
"2588","d_I3",0
"2589","d_I3",0
"2590","d_I3",0
"2591","d_I3",0
"2592","d_I3",0
"2593","d_I3",0
"2594","d_I3",0
"2595","d_I3",0
"2596","d_I3",0
"2597","d_I3",0
"2598","d_I3",0
"2599","d_I3",0
"2600","d_I3",0
"2601","d_I3",0
"2602","d_I3",0
"2603","d_I3",0
"2604","d_I3",0
"2605","d_I3",0
"2606","d_I3",0
"2607","d_I3",0
"2608","d_I3",0
"2609","d_I3",0
"2610","d_I3",0
"2611","d_I3",0
"2612","d_I3",0
"2613","d_I3",0
"2614","d_I3",0
"2615","d_I3",0
"2616","d_I3",0
"2617","d_I3",0
"2618","d_I3",0
"2619","d_I3",0
"2620","d_I3",0
"2621","d_I3",0
"2622","d_I3",0
"2623","d_I3",0
"2624","d_I3",0
"2625","d_I3",0
"2626","d_I3",0
"2627","d_I3",0
"2628","d_I3",0
"2629","d_I3",0
"2630","d_I3",0
"2631","d_I3",0
"2632","d_I3",0
"2633","d_I3",0
"2634","d_I3",0
"2635","d_I3",0
"2636","d_I3",0
"2637","d_I3",0
"2638","d_I3",0
"2639","d_I3",0
"2640","d_I3",0
"2641","d_I3",0
"2642","d_I3",0
"2643","d_I3",0
"2644","d_I3",0
"2645","d_I3",0
"2646","d_I3",0
"2647","d_I3",0
"2648","d_I3",0
"2649","d_I3",0
"2650","d_I3",0
"2651","d_I3",0
"2652","d_I3",0
"2653","d_I3",0
"2654","d_I3",0
"2655","d_I3",0
"2656","d_I3",0
"2657","d_I3",0
"2658","d_I3",0
"2659","d_I3",0
"2660","d_I3",0
"2661","d_I3",0
"2662","d_I3",0
"2663","d_I3",0
"2664","d_I3",0
"2665","d_I3",0
"2666","d_I3",0
"2667","d_I3",0
"2668","d_I3",0
"2669","d_I3",0
"2670","d_I3",0
"2671","d_I3",0
"2672","d_I3",0
"2673","d_I3",0
"2674","d_I3",0
"2675","d_I3",0
"2676","d_I3",0
"2677","d_I3",0
"2678","d_I3",0
"2679","d_I3",0
"2680","d_I3",0
"2681","d_I3",0
"2682","d_I3",0
"2683","d_I3",0
"2684","d_I3",0
"2685","d_I3",3.06352281764788e-07
"2686","d_I3",1.59877500127692e-07
"2687","d_I3",8.34360168733284e-08
"2688","d_I3",4.35431425360733e-08
"2689","d_I3",2.27240622985292e-08
"2690","d_I3",1.1859112025725e-08
"2691","d_I3",6.18896989212914e-09
"2692","d_I3",3.22986648537693e-09
"2693","d_I3",1.68558544899611e-09
"2694","d_I3",8.7966434136888e-10
"2695","d_I3",4.59074445124941e-10
"2696","d_I3",2.39579356353659e-10
"2697","d_I3",1.25030430453421e-10
"2698","d_I3",6.52501386255722e-11
"2699","d_I3",3.40524275443954e-11
"2700","d_I3",1.777111791057e-11
"2701","d_I3",9.27424803620625e-12
"2702","d_I3",4.84001727585337e-12
"2703","d_I3",2.52586840332469e-12
"2704","d_I3",1.31816779713745e-12
"2705","d_I3",6.87894186057747e-13
"2706","d_I3",3.59046126163776e-13
"2707","d_I3",1.87405646556726e-13
"2708","d_I3",9.78106484694763e-14
"2709","d_I3",5.10702591327572e-14
"2710","d_I3",2.66453525910038e-14
"2711","d_I3",1.38777878078145e-14
"2712","d_I3",7.21644966006352e-15
"2713","d_I3",3.77475828372553e-15
"2714","d_I3",1.99840144432528e-15
"2715","d_I3",9.99200722162641e-16
"2716","d_I3",5.55111512312578e-16
"2717","d_I3",3.33066907387547e-16
"2718","d_I3",1.11022302462516e-16
"2719","d_I3",1.11022302462516e-16
"2720","d_I3",0
"2721","d_I3",0
"2722","d_I3",0
"2723","d_I3",3.06352281764788e-07
"2724","d_I3",1.59877500127692e-07
"2725","d_I3",8.34360168733284e-08
"2726","d_I3",4.35431425360733e-08
"2727","d_I3",2.27240622985292e-08
"2728","d_I3",1.1859112025725e-08
"2729","d_I3",6.18896989212914e-09
"2730","d_I3",3.22986648537693e-09
"2731","d_I3",1.68558544899611e-09
"2732","d_I3",8.7966434136888e-10
"2733","d_I3",4.59074445124941e-10
"2734","d_I3",2.39579356353659e-10
"2735","d_I3",1.25030430453421e-10
"2736","d_I3",6.52501386255722e-11
"2737","d_I3",3.40524275443954e-11
"2738","d_I3",1.777111791057e-11
"2739","d_I3",9.27424803620625e-12
"2740","d_I3",4.84001727585337e-12
"2741","d_I3",2.52586840332469e-12
"2742","d_I3",1.31816779713745e-12
"2743","d_I3",6.87894186057747e-13
"2744","d_I3",3.59046126163776e-13
"2745","d_I3",1.87405646556726e-13
"2746","d_I3",9.78106484694763e-14
"2747","d_I3",5.10702591327572e-14
"2748","d_I3",2.66453525910038e-14
"2749","d_I3",1.38777878078145e-14
"2750","d_I3",2.66453525910038e-15
"2751","d_I3",1.33226762955019e-15
"2752","d_I3",6.66133814775094e-16
"2753","d_I3",3.33066907387547e-16
"2754","d_I3",2.22044604925031e-16
"2755","d_I3",1.11022302462516e-16
"2756","d_I3",0
"2757","d_I3",3.06352281764788e-07
"2758","d_I3",1.59877500127692e-07
"2759","d_I3",8.34360168733284e-08
"2760","d_I3",4.35431425360733e-08
"2761","d_I3",2.27240622985292e-08
"2762","d_I3",1.1859112025725e-08
"2763","d_I3",6.18896989212914e-09
"2764","d_I3",3.22986648537693e-09
"2765","d_I3",1.68558544899611e-09
"2766","d_I3",8.7966434136888e-10
"2767","d_I3",4.59074445124941e-10
"2768","d_I3",2.39579356353659e-10
"2769","d_I3",1.25030430453421e-10
"2770","d_I3",6.52501386255722e-11
"2771","d_I3",3.40524275443954e-11
"2772","d_I3",1.777111791057e-11
"2773","d_I3",9.27424803620625e-12
"2774","d_I3",4.84001727585337e-12
"2775","d_I3",2.52586840332469e-12
"2776","d_I3",1.31816779713745e-12
"2777","d_I3",6.87894186057747e-13
"2778","d_I3",3.59046126163776e-13
"2779","d_I3",1.87405646556726e-13
"2780","d_I3",9.78106484694763e-14
"2781","d_I3",5.10702591327572e-14
"2782","d_I3",2.66453525910038e-14
"2783","d_I3",1.38777878078145e-14
"2784","d_I3",7.21644966006352e-15
"2785","d_I3",3.77475828372553e-15
"2786","d_I3",1.99840144432528e-15
"2787","d_I3",9.99200722162641e-16
"2788","d_I3",5.55111512312578e-16
"2789","d_I3",3.33066907387547e-16
"2790","d_I3",1.11022302462516e-16
"2791","d_I3",1.11022302462516e-16
"2792","d_I3",0
"2793","d_I3",0
"2794","d_I3",0
"2795","d_I3",0
"2796","d_I3",0
"2797","d_I3",0
"2798","d_I3",0
"2799","d_I3",0
"2800","d_I3",0
"2801","d_I3",0
"2802","d_I3",0
"2803","d_I3",0
"2804","d_I3",0
"2805","d_I3",0
"2806","d_I3",0
"2807","d_I3",0
"2808","d_I3",0
"2809","d_I3",0
"2810","d_I3",0
"2811","d_I3",0
"2812","d_I3",0
"2813","d_I3",0
"2814","d_I3",0
"2815","d_I3",0
"2816","d_I3",0
"2817","d_I3",0
"2818","d_I3",0
"2819","d_I3",0
"2820","d_I3",0
"2821","d_I3",0
"2822","d_I3",0
"2823","d_I3",0
"2824","d_I3",0
"2825","d_I3",0
"2826","d_I3",0
"2827","d_I3",0
"2828","d_I3",0
"2829","d_I4",0
"2830","d_I4",6.58515625362455e-08
"2831","d_I4",2.5628738797856e-08
"2832","d_I4",9.97443672101639e-09
"2833","d_I4",3.8819463199502e-09
"2834","d_I4",1.51081280819199e-09
"2835","d_I4",5.87992543543692e-10
"2836","d_I4",2.28840502103367e-10
"2837","d_I4",8.9062313080035e-11
"2838","d_I4",3.46621620295195e-11
"2839","d_I4",1.34900979276154e-11
"2840","d_I4",5.25024468345237e-12
"2841","d_I4",2.0433654768226e-12
"2842","d_I4",7.95252752539e-13
"2843","d_I4",3.09530179265494e-13
